social_soft_unjoint_eval_nloss
,,loss,loss_unjoint,ade,ade_unjoint,fde,fde_unjoint,social_0.1,social_disjoint_0.1,social_0.5,social_disjoint_0.5,social_1.0,social_disjoint_1.0,dynamic_speed,dynamic_speed_disjoint,dynamic_acceleration,dynamic_acceleration_disjoint,spatial_joint,spatial_unjoint
,quad2,8.2357,8.2357,2.1094,2.1094,4.7962,4.7962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71,9.969999999999999
,quad3,9.7715,9.7715,2.4882,2.4882,5.4028,5.4028,0.0,0.0,1.18,1.24,1.82,1.82,0.0,0.0,0.0,0.0,11.31,11.32

,mean,4.271182352941176,4.271182352941176,1.4539352941176469,1.4539352941176469,3.2062235294117643,3.2062235294117643,0.7117647058823529,0.024117647058823532,1.3388235294117647,0.6417647058823529,3.24,2.555294117647059,0.0,0.0,0.0,0.0,17.207647058823532,17.77235294117647
,std,2.4383183899698273,2.4383183899698273,0.4683443315253984,0.4683443315253984,1.0264454505602227,1.0264454505602227,0.5106654861593107,0.030880952349192206,0.8643112344720518,0.5520788018573142,2.521187861959937,2.3749405383195663,0.0,0.0,0.0,0.0,20.823694798279753,21.626529875679726

social_mha_1_unjoint_final
,,loss,loss_unjoint,ade,ade_unjoint,fde,fde_unjoint,social_0.1,social_disjoint_0.1,social_0.5,social_disjoint_0.5,social_1.0,social_disjoint_1.0,dynamic_speed,dynamic_speed_disjoint,dynamic_acceleration,dynamic_acceleration_disjoint,spatial_joint,spatial_unjoint
,coupa0,4.9647,1.5881,1.7798,0.95,3.4352,1.949,0.25,0.01,0.5599999999999999,0.4,3.63,2.5700000000000003,0.0,0.0,0.0,0.0,12.02,12.01
,coupa1,4.0353,1.2838,1.7096,0.8813,3.2879,1.7951,0.26,0.01,0.77,0.36,5.13,3.11,0.0,0.0,0.0,0.0,10.91,11.379999999999999
,gates2,12.6111,4.6289,2.9062,1.4694,5.6524,3.0254,0.8200000000000001,0.0,1.3299999999999998,0.21,3.0,1.2,0.0,0.0,0.0,0.0,23.91,23.64
,hyang0,11.8324,2.6703,3.0641,1.2402,5.9357,2.5486,0.54,0.01,1.0999999999999999,0.35000000000000003,2.54,1.22,0.0,0.0,0.0,0.0,11.09,10.35
,hyang1,13.4137,3.953,2.9899,1.6093,5.7136,3.2744,0.31,0.01,0.69,0.4,1.8399999999999999,1.46,0.0,0.0,0.0,0.0,11.77,11.84
,hyang3,5.573,1.6105,2.0769,1.0414,4.0628,2.1093,0.59,0.01,1.01,0.38,2.6100000000000003,1.5,0.0,0.0,0.0,0.0,35.620000000000005,37.69
,hyang8,3.0065,0.9948,1.5395,0.7736,3.0132,1.5838,0.52,0.04,1.7500000000000002,0.86,4.24,2.5100000000000002,0.0,0.0,0.0,0.0,76.2,78.86
,little0,15.8112,6.3192,3.558,1.8346,6.8283,3.9313,0.48,0.01,1.02,0.27999999999999997,1.68,0.97,0.0,0.0,0.0,0.0,0.8999999999999999,1.08
,little1,16.0184,5.675,3.016,1.5212,5.8545,3.2506,0.5,0.02,1.69,0.8,4.24,2.78,0.0,0.0,0.0,0.0,4.35,5.4
,little2,15.8923,6.3931,3.0713,1.7605,6.152,3.8065,0.53,0.02,1.8800000000000001,0.88,5.0200000000000005,3.26,0.0,0.0,0.0,0.0,1.87,2.0
,little3,13.9108,4.7851,3.1353,1.5846,6.0972,3.3123,0.62,0.02,1.1900000000000002,0.42,2.87,1.6199999999999999,0.0,0.0,0.0,0.0,2.74,2.12
,nexus5,7.5125,3.8761,2.8068,1.6218,5.254,3.2616,0.05,0.0,0.12,0.12,0.67,0.44,0.0,0.0,0.0,0.0,15.27,16.189999999999998
,nexus6,3.8779,1.6158,1.9083,1.059,3.5912,2.1397,0.54,0.0,0.73,0.13,1.91,0.7000000000000001,0.0,0.0,0.0,0.0,60.75000000000001,63.33
,quad0,12.3201,4.6333,3.1738,1.563,5.9052,3.1892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,quad1,10.3988,3.0136,3.1229,1.3146,5.7367,2.5498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,quad2,19.2617,6.1461,3.2394,2.1449,6.0512,4.4674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,13.54
,quad3,19.3898,10.5541,4.0555,2.7262,7.4764,5.6422,0.0,0.0,1.55,0.8699999999999999,1.69,1.43,0.0,0.0,0.0,0.0,10.83,10.15

,mean,11.166482352941177,4.1024,2.7737235294117646,1.4762117647058821,5.296911764705882,3.049188235294118,0.35352941176470587,0.009411764705882354,0.9052941176470588,0.38,2.4158823529411766,1.4570588235294117,0.0,0.0,0.0,0.0,16.84764705882353,17.62235294117647
,std,5.265304899862127,2.414258133525518,0.6886745150516759,0.47580052652142185,1.2780972842850757,1.013251311305143,0.25710929643134,0.010555504967603742,0.60916642801801,0.29732137494637007,1.6286192593855453,1.041648945639344,0.0,0.0,0.0,0.0,20.983580564031424,21.744523726923212

social_mha_4_joint_final
,,loss,loss_unjoint,ade,ade_unjoint,fde,fde_unjoint,social_0.1,social_disjoint_0.1,social_0.5,social_disjoint_0.5,social_1.0,social_disjoint_1.0,dynamic_speed,dynamic_speed_disjoint,dynamic_acceleration,dynamic_acceleration_disjoint,spatial_joint,spatial_unjoint
,coupa0,1.7602,1.7824,0.9536,0.9651,2.0069,1.947,0.5700000000000001,0.0,1.32,0.75,6.3100000000000005,5.84,0.0,0.0,0.0,0.0,12.35,12.659999999999998
,coupa1,1.4666,1.4718,0.8554,0.8613,1.7536,1.7107,0.41000000000000003,0.01,1.8800000000000001,1.49,8.27,8.04,0.0,0.0,0.0,0.0,11.709999999999999,11.85
,gates2,4.8936,5.0043,1.4704,1.4966,3.2976,3.1486,1.55,0.0,1.96,0.38999999999999996,3.39,1.8399999999999999,0.0,0.0,0.0,0.0,22.81,23.830000000000002
,hyang0,2.9222,3.0073,1.2697,1.2975,2.6808,2.5871,1.08,0.06,1.6,0.58,2.9499999999999997,1.9300000000000002,0.0,0.0,0.0,0.0,10.43,10.99
,hyang1,3.2594,3.2715,1.3726,1.3842,2.7991,2.7001,0.62,0.0,0.8699999999999999,0.26,2.21,1.6099999999999999,0.0,0.0,0.0,0.0,11.72,11.85
,hyang3,1.711,1.7755,1.0292,1.0554,2.1933,2.1167,1.1199999999999999,0.08,1.49,0.44,3.09,2.06,0.0,0.0,0.0,0.0,36.19,37.4
,hyang8,1.0302,1.041,0.7264,0.7377,1.5342,1.4674,0.95,0.08,2.17,1.28,4.88,4.0,0.0,0.0,0.0,0.0,74.26,77.3
,little0,6.2453,6.2411,1.7501,1.776,3.8989,3.7412,1.01,0.0,1.52,0.49,2.09,1.05,0.0,0.0,0.0,0.0,2.17,2.29
,little1,5.5778,5.8804,1.4214,1.4782,3.4008,3.3128,1.1900000000000002,0.1,2.8400000000000003,1.71,5.86,4.74,0.0,0.0,0.0,0.0,5.3,5.46
,little2,5.8111,6.3846,1.5535,1.6465,3.7909,3.6957,1.3,0.04,2.53,1.27,5.86,4.52,0.0,0.0,0.0,0.0,2.2399999999999998,2.3
,little3,4.6842,4.8137,1.4912,1.5271,3.2494,3.1879,1.13,0.04,1.6400000000000001,0.53,3.01,1.87,0.0,0.0,0.0,0.0,1.94,2.04
,nexus5,4.046,4.0751,1.6415,1.6538,3.2916,3.2718,0.13,0.0,0.31,0.19,0.97,0.86,0.0,0.0,0.0,0.0,17.150000000000002,17.28
,nexus6,1.5022,1.5838,0.9524,0.9847,1.9736,1.9403,1.09,0.0,1.27,0.16999999999999998,2.13,1.05,0.0,0.0,0.0,0.0,61.629999999999995,63.29
,quad0,4.4578,4.4578,1.5496,1.5496,3.3396,3.3396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,quad1,4.5478,4.5478,1.6308,1.6308,3.1703,3.1703,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0
,quad2,11.1106,11.1106,2.3895,2.3895,4.6405,4.6405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.370000000000001,9.370000000000001
,quad3,9.0304,9.0304,2.4147,2.4147,5.0991,5.0991,0.0,0.0,1.78,1.78,1.78,1.78,0.0,0.0,0.0,0.0,10.93,10.93

,mean,4.356258823529411,4.439947058823529,1.439529411764706,1.4616882352941174,3.065894117647059,3.0045176470588233,0.7147058823529411,0.024117647058823532,1.3635294117647059,0.6664705882352941,3.108823529411765,2.4258823529411764,0.0,0.0,0.0,0.0,17.070588235294117,17.578823529411764
,std,2.6539698309511013,2.6720089941548273,0.4589735206570852,0.4561857669625815,0.955873470872761,0.9636787170466002,0.5160724715073949,0.03413792500834567,0.8437168550455119,0.5896653205941644,2.34024855983276,2.184980976693415,0.0,0.0,0.0,0.0,20.676338130276083,21.429165909038396

s2s_so_unjoint_final
,,loss,loss_unjoint,ade,ade_unjoint,fde,fde_unjoint,social_0.1,social_disjoint_0.1,social_0.5,social_disjoint_0.5,social_1.0,social_disjoint_1.0,dynamic_speed,dynamic_speed_disjoint,dynamic_acceleration,dynamic_acceleration_disjoint,spatial_joint,spatial_unjoint
,coupa0,4.47,1.7204,1.5299,0.9511,2.9257,1.9733,0.22,0.01,1.09,0.76,5.88,5.94,0.0,0.0,0.0,0.0,11.77,12.030000000000001
,coupa1,3.6545,1.3163,1.4322,0.848,2.6736,1.7054,0.18,0.0,1.01,0.72,7.02,7.35,0.0,0.0,0.0,0.0,11.39,11.3
,gates2,16.1008,5.1092,3.1586,1.5453,6.002,3.2109,0.8,0.0,1.05,0.27999999999999997,2.21,1.5,0.0,0.0,0.0,0.0,22.81,23.669999999999998
,hyang0,16.6881,2.7201,3.5413,1.2252,6.7028,2.5284,0.37,0.02,0.74,0.33,1.71,1.34,0.0,0.0,0.0,0.0,14.760000000000002,11.05
,hyang1,14.9184,4.3075,2.9621,1.6817,5.5727,3.2691,0.22,0.0,0.43,0.22,1.58,1.41,0.0,0.0,0.0,0.0,14.29,12.32
,hyang3,6.7026,1.7309,2.19,1.1084,4.1886,2.2318,0.38999999999999996,0.02,0.8099999999999999,0.38999999999999996,2.03,1.79,0.0,0.0,0.0,0.0,35.870000000000005,38.07
,hyang8,3.4464,0.9261,1.483,0.711,2.8488,1.4351,0.37,0.06,1.32,1.04,3.2099999999999995,3.37,0.0,0.0,0.0,0.0,73.02,79.09
,little0,23.7348,5.6625,4.4192,1.7322,8.2527,3.7015,0.13999999999999999,0.01,0.5,0.3,0.9400000000000001,0.84,0.0,0.0,0.0,0.0,3.37,1.35
,little1,21.3657,5.6699,3.2644,1.4614,6.1418,3.1098,0.35000000000000003,0.02,1.67,1.17,4.72,4.32,0.0,0.0,0.0,0.0,5.54,5.34
,little2,19.1854,6.2348,3.121,1.6637,6.1623,3.5446,0.52,0.0,1.55,1.01,4.18,3.85,0.0,0.0,0.0,0.0,1.95,2.04
,little3,19.1746,4.6033,3.5891,1.5462,6.8101,3.2169,0.51,0.01,0.88,0.36,1.92,1.4500000000000002,0.0,0.0,0.0,0.0,3.88,2.2399999999999998
,nexus5,11.595,4.105,3.3984,1.7184,6.246,3.2809,0.0,0.0,0.11,0.09,0.52,0.44,0.0,0.0,0.0,0.0,15.629999999999999,17.11
,nexus6,7.7951,1.5153,2.6044,1.0197,4.8604,1.9993,0.18,0.0,0.33999999999999997,0.09,0.8,0.51,0.0,0.0,0.0,0.0,57.34,61.99
,quad0,15.276,7.0366,3.518,2.1401,6.8202,4.5125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,quad1,15.0283,3.9311,3.6095,1.5693,6.5838,3.2607,0.0,0.0,0.01,0.01,0.06999999999999999,0.02,0.0,0.0,0.0,0.0,2.42,0.0
,quad2,22.2711,8.2223,3.8127,2.4646,6.7021,4.7788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46,6.84
,quad3,23.4487,8.7945,4.9184,2.2528,8.6778,4.6563,0.0,0.0,0.24,0.76,0.44,1.13,0.0,0.0,0.0,0.0,7.61,10.93

,mean,14.403264705882354,4.329752941176471,3.091305882352941,1.5081823529411764,5.7747882352941176,3.083252941176471,0.25,0.008823529411764706,0.6911764705882354,0.4429411764705882,2.1899999999999995,2.0741176470588236,0.0,0.0,0.0,0.0,17.124117647058824,17.37470588235294
,std,6.771666960639245,2.3670192389977456,0.9547387307965698,0.47811687622969357,1.7038958808573863,0.9756384281542776,0.22196979126740224,0.014904540540376385,0.5270102393573992,0.3782741723683615,2.064837267480532,2.0974972728679724,0.0,0.0,0.0,0.0,19.68955562454474,21.72072854309695

s2s_sp_final
,,loss,loss_unjoint,ade,ade_unjoint,fde,fde_unjoint,social_0.1,social_disjoint_0.1,social_0.5,social_disjoint_0.5,social_1.0,social_disjoint_1.0,dynamic_speed,dynamic_speed_disjoint,dynamic_acceleration,dynamic_acceleration_disjoint,spatial_joint,spatial_unjoint
,coupa0,1.8228,1.8228,1.1565,1.1565,2.3204,2.3204,0.58,0.01,1.6,1.04,8.55,8.110000000000001,0.0,0.0,0.0,0.0,11.44,11.73
,coupa1,2.2048,2.2048,1.4081,1.4081,2.8981,2.8981,0.4,0.0,1.3299999999999998,0.96,9.56,9.35,0.0,0.0,0.0,0.0,9.91,10.05
,gates2,5.2273,5.2273,1.7159,1.7159,3.7069,3.7069,1.5599999999999998,0.02,1.97,0.38,3.61,2.01,0.0,0.0,0.0,0.0,22.61,23.78
,hyang0,3.4758,3.4758,1.5644,1.5644,3.1593,3.1593,1.06,0.05,1.63,0.61,3.01,1.9800000000000002,0.0,0.0,0.0,0.0,10.209999999999999,10.780000000000001
,hyang1,7.0063,7.0063,2.4193,2.4193,4.7215,4.7215,0.62,0.01,0.8200000000000001,0.2,2.35,1.76,0.0,0.0,0.0,0.0,13.91,14.06
,hyang3,2.9304,2.9304,1.5943,1.5943,3.2005,3.2005,1.0999999999999999,0.05,1.44,0.38999999999999996,3.11,2.09,0.0,0.0,0.0,0.0,37.88,39.12
,hyang8,1.332,1.332,0.9245,0.9245,1.9139,1.9139,0.91,0.04,2.13,1.22,4.92,4.06,0.0,0.0,0.0,0.0,76.64999999999999,79.60000000000001
,little0,8.2087,8.2087,2.0324,2.0324,4.6071,4.6071,1.02,0.02,1.5,0.48,2.0,0.96,0.0,0.0,0.0,0.0,0.97,1.02
,little1,7.6366,7.6366,1.8963,1.8963,4.1662,4.1662,1.1400000000000001,0.06999999999999999,2.65,1.53,6.03,4.91,0.0,0.0,0.0,0.0,6.2,6.47
,little2,6.6631,6.6631,1.6889,1.6889,3.9214,3.9214,1.26,0.0,2.81,1.5699999999999998,6.0,4.71,0.0,0.0,0.0,0.0,1.8800000000000001,1.8900000000000001
,little3,7.4653,7.4653,2.1417,2.1417,4.6428,4.6428,1.11,0.02,1.59,0.49,3.01,1.8599999999999999,0.0,0.0,0.0,0.0,2.16,2.2800000000000002
,nexus5,4.8968,4.8968,1.819,1.819,3.6778,3.6778,0.13,0.0,0.24,0.11,0.8999999999999999,0.7799999999999999,0.0,0.0,0.0,0.0,16.76,16.939999999999998
,nexus6,2.6279,2.6279,1.4552,1.4552,3.1382,3.1382,1.09,0.0,1.28,0.16999999999999998,2.1999999999999997,1.1199999999999999,0.0,0.0,0.0,0.0,63.019999999999996,64.79
,quad0,14.3879,14.3879,3.6401,3.6401,6.9221,6.9221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,4.16
,quad1,6.5002,6.5002,2.3362,2.3362,4.8762,4.8762,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.2,0.22
,quad2,9.208,9.208,2.8027,2.8027,4.7022,4.7022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,11.01
,quad3,15.7165,15.7165,3.8632,3.8632,7.1843,7.1843,0.0,0.01,1.9,1.95,2.1399999999999997,2.15,0.0,0.0,0.0,0.0,11.5,11.58

,mean,6.312376470588235,6.312376470588235,2.0269823529411766,2.0269823529411766,4.103464705882352,4.103464705882352,0.7047058823529412,0.01764705882352941,1.346470588235294,0.6529411764705881,3.3782352941176477,2.698823529411765,0.0,0.0,0.0,0.0,17.65235294117647,18.204705882352943
,std,3.9662405517997126,3.9662405517997126,0.7743710930094054,0.7743710930094054,1.3668090020796946,1.3668090020796946,0.5086558717323048,0.021290542436298656,0.8516968611264194,0.5976597960662153,2.7400026519826532,2.639540696125974,0.0,0.0,0.0,0.0,21.17318185247048,21.90832211408878

